    Step    Atoms         KinEng            CPU 
       0        0              0              0 
INFO: Particle insertion ins: inserted 75 particle templates (mass 2.968805e-07) at step 1
 - a total of 75 particle templates (mass 2.968805e-07) inserted so far.
90210000      873   2.045349e-20      113919.43 
90220000      873  2.2166676e-20      113929.83 
90230000      873  2.4125902e-20      113940.21 
90240000      873  2.6190906e-20      113950.62 
90250000      873  2.8284597e-20      113961.01 
90260000      873  3.0264841e-20      113971.91 
90270000      873  3.2075976e-20      113982.81 
90280000      873  3.3589728e-20      113993.21 
90290000      873  3.4780789e-20      114003.61 
90300000      873     3.5546e-20      114015.13 
90310000      873  3.5896381e-20      114025.48 
90320000      873  3.5761177e-20      114035.81 
90330000      873  3.5186592e-20      114046.16 
90340000      873  3.4135876e-20      114056.49 
90350000      873  3.2686228e-20      114066.84 
90360000      873  3.0831889e-20      114077.15 
90370000      873  2.8671793e-20      114087.99 
90380000      873  2.6225716e-20       114098.6 
90390000      873  2.3603007e-20      114109.66 
90400000      873  2.0839931e-20      114120.19 
90410000      873  1.8044621e-20      114130.53 
90420000      873  1.5260592e-20      114140.91 
90430000      873  1.2583588e-20      114151.25 
90440000      873  1.0055316e-20      114161.59 
90450000      873  7.7505819e-21      114171.93 
90460000      873  5.7017134e-21      114182.29 
90470000      873  3.9573961e-21       114192.6 
90480000      873   2.535079e-21      114203.64 
90490000      873  1.4557594e-21      114213.93 
90500000      873  7.1944447e-22      114224.26 
90510000      873  3.2143918e-22      114235.58 
90520000      873  2.4418267e-22      114245.92 
90530000      873  4.6240673e-22      114256.22 
90540000      873   9.433883e-22      114266.51 
90550000      873  1.6482371e-21      114276.82 
90560000      873  2.5333898e-21      114287.18 
90570000      873  3.5540717e-21      114297.48 
90580000      873  4.6612322e-21      114307.82 
90590000      873  5.8119175e-21      114318.13 
90600000      873  6.9569208e-21      114328.57 
90610000      873  8.0618618e-21      114338.87 
90620000      873  9.0823727e-21       114349.2 
90630000      873  9.9973147e-21      114359.53 
90640000      873  1.0770723e-20      114369.82 
90650000      873  1.1396516e-20       114381.7 
90660000      873  1.1850369e-20       114392.1 
90670000      873  1.2141767e-20      114402.44 
90680000      873  1.2257313e-20      114412.73 
90690000      873  1.2220512e-20      114423.05 
90700000      873   1.202787e-20       114433.3 
90710000      873   1.171357e-20       114443.6 
90720000      873  1.1281782e-20      114453.87 
90730000      873  1.0772779e-20      114464.18 
90740000      873  1.0195238e-20      114474.48 
90750000      873   9.590861e-21      114484.81 
90760000      873  8.9694931e-21      114495.12 
90770000      873   8.369632e-21       114505.9 
90780000      873  7.7994429e-21      114516.73 
90790000      873  7.2905901e-21      114527.05 
90800000      873  6.8475502e-21      114537.47 
90810000      873  6.4920229e-21      114547.75 
90820000      873  6.2239443e-21      114558.72 
90830000      873  6.0536537e-21      114568.98 
90840000      873  5.9764735e-21      114579.25 
90850000      873  5.9915821e-21      114589.51 
90860000      873  6.0906782e-21      114599.81 
90870000      873  6.2625979e-21      114610.06 
90880000      873  6.4972845e-21      114620.36 
90890000      873  6.7757049e-21      114630.66 
90900000      873  7.0878931e-21      114641.93 
90910000      873  7.4094908e-21      114652.31 
90920000      873   7.732913e-21      114662.62 
90930000      873   8.031446e-21      114672.92 
90940000      873  8.3016236e-21       114683.2 
90950000      873  8.5174757e-21      114693.52 
90960000      873  8.6806961e-21       114703.8 
90970000      873  8.7682101e-21      114714.13 
90980000      873  8.7875654e-21      114724.42 
90990000      873  8.7204622e-21      114735.41 
91000000      873  8.5798348e-21      114745.81 
91010000      873  8.3530358e-21      114756.11 
91020000      873  8.0574615e-21      114766.42 
91030000      873  7.6858698e-21       114777.2 
91040000      873  7.2591601e-21      114788.06 
91050000      873  6.7748991e-21       114798.4 
91060000      873  6.2552563e-21      114808.73 
91070000      873   5.701679e-21      114819.04 
91080000      873    5.13584e-21      114829.42 
91090000      873  4.5613887e-21      114839.76 
91100000      873  3.9978894e-21       114850.1 
91110000      873  3.4498137e-21      114860.42 
91120000      873  2.9332026e-21      114870.77 
91130000      873   2.452033e-21      114881.12 
91140000      873  2.0177079e-21      114891.46 
91150000      873  1.6328357e-21      114901.81 
91160000      873  1.3039363e-21      114913.81 
91170000      873  1.0314992e-21       114924.2 
91180000      873  8.1731095e-22      114934.52 
91190000      873  6.5970685e-22      114944.87 
91200000      873  5.5633227e-22      114955.33 
91210000      873  5.0354521e-22      114965.75 
91220000      873  4.9595778e-22      114976.11 
91230000      873  5.2834042e-22      114986.51 
91240000      873  5.9353969e-22      114996.87 
91250000      873  6.8549104e-22      115007.33 
91260000      873  7.9650346e-22      115017.74 
91270000      873  9.2043143e-22      115028.12 
91280000      873  1.0501581e-21      115038.52 
91290000      873   1.180063e-21      115049.32 
91300000      873  1.3048218e-21      115060.28 
91310000      873  1.4196787e-21      115070.69 
91320000      873  1.5215561e-21      115081.09 
91330000      873  1.6070164e-21      115091.45 
91340000      873  1.6754865e-21      115102.53 
91350000      873  1.7248886e-21       115112.9 
91360000      873  1.7571231e-21      115123.29 
91370000      873  1.7712394e-21      115133.68 
91380000      873  1.7712084e-21      115144.13 
91390000      873  1.7568587e-21      115154.56 
91400000      873  1.7336603e-21      115165.05 
91410000      873  1.7018917e-21      115175.46 
91420000      873   1.667715e-21      115185.86 
91430000      873  1.6315301e-21       115197.3 
91440000      873  1.5993219e-21      115207.71 
91450000      873  1.5712666e-21      115218.11 
91460000      873  1.5524869e-21      115228.46 
91470000      873  1.5426324e-21      115238.85 
91480000      873  1.5454643e-21      115249.22 
91490000      873  1.5602097e-21      115259.62 
91500000      873  1.5887868e-21      115269.98 
91510000      873  1.6298249e-21      115281.02 
91520000      873  1.6835532e-21      115291.41 
91530000      873  1.7480712e-21      115301.76 
91540000      873   1.821944e-21      115312.18 
91550000      873  1.9032183e-21      115322.57 
91560000      873  1.9888919e-21      115332.96 
91570000      873  2.0774083e-21      115344.31 
91580000      873  2.1645616e-21      115354.75 
91590000      873  2.2493071e-21      115365.13 
91600000      873  2.3269668e-21       115375.6 
91610000      873  2.3971707e-21      115385.99 
91620000      873  2.4551917e-21      115396.36 
91630000      873  2.5016969e-21      115406.68 
91640000      873  2.5321444e-21      115417.02 
91650000      873  2.5484291e-21      115427.35 
91660000      873    2.54641e-21      115437.72 
91670000      873  2.5290842e-21      115448.02 
91680000      873  2.4931834e-21      115459.04 
91690000      873  2.4425575e-21      115469.36 
91700000      873  2.3747702e-21      115480.69 
91710000      873  2.2942817e-21      115491.08 
91720000      873  2.1995081e-21      115501.46 
91730000      873  2.0953451e-21      115511.79 
91740000      873  1.9806696e-21      115522.16 
91750000      873  1.8606146e-21      115532.51 
91760000      873  1.7345759e-21      115542.81 
91770000      873  1.6071047e-21      115553.16 
91780000      873  1.4782337e-21      115563.48 
91790000      873  1.3517713e-21      115573.81 
91800000      873  1.2278409e-21      115584.22 
91810000      873  1.1094816e-21      115594.53 
91820000      873  9.9690178e-22      115605.75 
91830000      873  8.9213962e-22      115616.19 
91840000      873  7.9537709e-22      115626.51 
91850000      873   7.076341e-22      115637.51 
91860000      873  6.2887284e-22       115647.8 
91870000      873  5.5937758e-22      115658.13 
91880000      873  4.9889508e-22      115668.48 
91890000      873  4.4699526e-22      115678.79 
91900000      873  4.0335901e-22      115689.11 
91910000      873  3.6692258e-22      115699.42 
91920000      873  3.3738263e-22      115709.75 
91930000      873  3.1339714e-22      115720.03 
91940000      873  2.9461267e-22      115730.37 
91950000      873  2.7963937e-22      115741.65 
91960000      873  2.6817859e-22      115752.01 
91970000      873  2.5899922e-22      115762.28 
91980000      873  2.5184981e-22      115772.59 
91990000      873  2.4584331e-22      115782.84 
92000000      873   2.407571e-22      115793.27 
92010000      873  2.3610136e-22      115803.59 
92020000      873   2.318362e-22      115813.86 
92030000      873  2.2776944e-22      115824.87 
92040000      873  2.2398088e-22      115835.16 
92050000      873  2.2065473e-22      115845.48 
92060000      873  2.1787551e-22      115855.78 
92070000      873  2.1609966e-22      115866.79 
92080000      873  2.1541864e-22      115877.43 
92090000      873  2.1646642e-22      115887.77 
92100000      873  2.1926426e-22      115898.05 
92110000      873  2.2449069e-22      115908.38 
92120000      873  2.3205167e-22      115918.69 
92130000      873  2.4261555e-22      115928.97 
92140000      873  2.5589037e-22      115939.27 
92150000      873  2.7243821e-22      115949.53 
92160000      873  2.9185951e-22      115959.79 
92170000      873  3.1438055e-22      115970.07 
92180000      873  3.3959778e-22      115980.39 
92190000      873  3.6743488e-22      115990.66 
92200000      873  3.9740308e-22      116002.66 
92210000      873  4.2921297e-22      116012.99 
92220000      873  4.6231202e-22      116023.31 
92230000      873  4.9616005e-22      116033.62 
92240000      873  5.3035524e-22      116043.96 
92250000      873  5.6405303e-22      116054.27 
92260000      873  5.9700262e-22      116064.56 
92270000      873   6.282414e-22      116074.88 
92280000      873  6.5771892e-22      116085.16 
92290000      873  6.8436748e-22      116095.49 
92300000      873  7.0835128e-22      116105.79 
92310000      873  7.2862305e-22      116116.11 
92320000      873  7.4561168e-22      116127.39 
92330000      873  7.5828205e-22      116137.75 
92340000      873  7.6726679e-22      116148.05 
92350000      873  7.7167329e-22       116158.4 
92360000      873  7.7231491e-22      116168.71 
92370000      873  7.6852828e-22      116179.77 
92380000      873  7.6116047e-22      116190.12 
92390000      873  7.4969509e-22      116200.47 
92400000      873  7.3515961e-22      116210.97 
92410000      873  7.1703125e-22      116221.32 
92420000      873  6.9648051e-22      116231.66 
92430000      873  6.7320405e-22      116241.99 
92440000      873  6.4812073e-22      116253.36 
92450000      873  6.2112935e-22      116263.73 
92460000      873  5.9312317e-22      116274.09 
92470000      873  5.6395235e-22      116284.42 
92480000      873  5.3444416e-22      116294.77 
92490000      873  5.0451342e-22       116305.1 
92500000      873  4.7482329e-22      116315.46 
92510000      873  4.4534432e-22      116325.84 
92520000      873  4.1648558e-22      116336.21 
92530000      873  3.8832529e-22      116346.63 
92540000      873  3.6103555e-22      116357.69 
92550000      873  3.3475694e-22      116368.09 
92560000      873   3.095049e-22      116379.45 
92570000      873  2.8542819e-22      116389.93 
92580000      873  2.6241525e-22      116400.32 
92590000      873  2.4055319e-22      116410.71 
92600000      873  2.1976337e-22      116421.18 
92610000      873  2.0013256e-22      116431.63 
92620000      873   1.814952e-22      116441.99 
92630000      873  1.6395301e-22       116452.4 
92640000      873  1.4728033e-22      116462.78 
92650000      873  1.3167439e-22      116473.16 
92660000      873  1.1689984e-22      116483.53 
92670000      873  1.0314407e-22      116493.94 
92680000      873  9.0224342e-23      116505.19 
92690000      873  7.8310644e-23      116515.76 
92700000      873  6.7296626e-23       116526.2 
92710000      873  5.7311337e-23       116537.3 
92720000      873  4.8316973e-23      116547.71 
92730000      873  4.0423129e-23      116558.13 
92740000      873  3.3639351e-23      116568.56 
92750000      873  2.8054067e-23      116578.95 
92760000      873  2.3668878e-23      116589.64 
92770000      873  2.0549886e-23      116600.01 
92780000      873    1.87414e-23      116610.38 
92790000      873   1.825064e-23      116620.73 
92800000      873  1.9102373e-23      116632.23 
92810000      873  2.1273323e-23      116642.64 
92820000      873    2.47733e-23      116653.01 
92830000      873  2.9526662e-23      116663.38 
92840000      873  3.5533516e-23      116673.78 
92850000      873  4.2670891e-23      116684.14 
92860000      873  5.0880187e-23      116694.56 
92870000      873   6.005208e-23      116704.98 
92880000      873  7.0033055e-23      116716.07 
92890000      873  8.0736674e-23      116726.48 
92900000      873  9.1989627e-23      116736.83 
92910000      873  1.0366519e-22      116747.22 
92920000      873  1.1561052e-22      116758.55 
92930000      873  1.2765572e-22      116768.97 
92940000      873  1.3963604e-22      116779.29 
92950000      873  1.5146886e-22      116789.63 
92960000      873  1.6288387e-22      116799.95 
92970000      873  1.7389518e-22      116810.32 
92980000      873  1.8425205e-22      116820.66 
92990000      873  1.9396486e-22      116830.99 
93000000      873  2.0279645e-22      116841.45 
93010000      873   2.108288e-22      116851.77 
93020000      873  2.1783987e-22      116862.13 
93030000      873  2.2393571e-22      116872.48 
93040000      873  2.2890722e-22      116883.82 
93050000      873   2.329046e-22      116894.89 
93060000      873  2.3578944e-22      116905.23 
93070000      873  2.3770161e-22      116915.54 
93080000      873  2.3850402e-22      116925.87 
93090000      873  2.3841469e-22      116936.18 
93100000      873  2.3729103e-22      116946.53 
93110000      873  2.3536564e-22      116956.85 
93120000      873  2.3250168e-22      116967.12 
93130000      873  2.2892798e-22      116977.42 
93140000      873  2.2458636e-22      116987.72 
93150000      873  2.1961064e-22      116998.03 
93160000      873  2.1402657e-22      117008.31 
93170000      873  2.0794753e-22       117019.6 
93180000      873  2.0138876e-22      117029.95 
93190000      873  1.9443368e-22      117040.27 
93200000      873  1.8709268e-22       117050.7 
93210000      873  1.7949164e-22      117061.04 
93220000      873  1.7164313e-22      117071.33 
93230000      873  1.6359882e-22      117082.34 
93240000      873  1.5540953e-22      117092.66 
93250000      873  1.4705398e-22      117102.94 
93260000      873  1.3867605e-22      117113.27 
93270000      873  1.3023034e-22      117123.57 
93280000      873  1.2179208e-22      117133.86 
93290000      873  1.1339584e-22      117145.12 
93300000      873  1.0506981e-22      117155.44 
93310000      873   9.682921e-23      117165.69 
93320000      873  8.8745986e-23      117176.01 
93330000      873  8.0793576e-23      117186.29 
93340000      873  7.3087611e-23       117196.6 
93350000      873  6.5567054e-23      117206.88 
93360000      873   5.833514e-23      117217.19 
93370000      873  5.1383482e-23      117227.53 
93380000      873  4.4788193e-23      117237.82 
93390000      873  3.8540542e-23      117248.12 
93400000      873   3.269034e-23      117259.19 
93410000      873    2.72521e-23       117269.5 
93420000      873  2.2280109e-23      117279.77 
93430000      873  1.7783861e-23      117290.46 
93440000      873  1.3789003e-23      117301.33 
93450000      873  1.0296166e-23      117311.67 
93460000      873  7.3436197e-24      117321.92 
93470000      873  4.9158314e-24      117332.19 
93480000      873  3.0326577e-24      117342.43 
93490000      873  1.6898209e-24      117352.74 
93500000      873  8.8530798e-25      117363.06 
93510000      873   6.048913e-25      117373.33 
93520000      873  8.3256283e-25      117383.63 
93530000      873  1.5503365e-24      117394.21 
93540000      873  2.7329461e-24      117404.55 
93550000      873  4.3487918e-24      117414.86 
93560000      873   6.368364e-24      117425.19 
93570000      873  8.7555695e-24      117436.96 
93580000      873  1.1477116e-23      117447.38 
93590000      873  1.4473047e-23      117457.69 
93600000      873  1.7722044e-23      117468.12 
93610000      873  2.1171798e-23      117478.43 
93620000      873  2.4767427e-23      117488.71 
93630000      873  2.8481584e-23      117499.02 
93640000      873  3.2267824e-23      117509.33 
93650000      873  3.6070306e-23      117519.61 
93660000      873  3.9873225e-23      117529.95 
93670000      873  4.3604431e-23      117540.26 
93680000      873  4.7277662e-23      117550.61 
93690000      873  5.0809148e-23      117561.42 
93700000      873  5.4213086e-23      117572.29 
93710000      873  5.7422697e-23      117582.62 
93720000      873  6.0449714e-23         117593 
93730000      873  6.3231878e-23      117603.37 
93740000      873  6.5814494e-23      117614.89 
93750000      873  6.8115298e-23      117625.24 
93760000      873  7.0166348e-23      117635.56 
93770000      873  7.1955537e-23      117645.91 
93780000      873   7.342997e-23      117656.24 
93790000      873  7.4654868e-23      117666.59 
93800000      873   7.559842e-23      117677.02 
93810000      873  7.6252912e-23      117688.72 
93820000      873  7.6643651e-23      117699.23 
93830000      873  7.6746089e-23      117709.65 
93840000      873   7.659369e-23      117720.02 
93850000      873   7.616086e-23      117730.42 
93860000      873  7.5481763e-23      117740.84 
93870000      873  7.4553947e-23      117751.21 
93880000      873  7.3393799e-23       117761.6 
93890000      873  7.2013623e-23      117771.99 
93900000      873  7.0435103e-23      117782.41 
93910000      873  6.8646704e-23      117792.77 
93920000      873  6.6680322e-23      117803.83 
93930000      873  6.4551918e-23      117814.99 
93940000      873  6.2260061e-23       117825.6 
93950000      873  5.9828417e-23         117836 
93960000      873  5.7266565e-23      117846.41 
93970000      873  5.4597596e-23      117856.77 
93980000      873  5.1836869e-23      117867.17 
93990000      873  4.9004523e-23      117877.59 
94000000      873   4.609862e-23       117888.1 
94010000      873  4.3175695e-23      117898.53 
94020000      873  4.0221906e-23      117908.93 
94030000      873  3.7263432e-23      117919.36 
94040000      873  3.4326693e-23      117929.75 
94050000      873  3.1433612e-23      117940.86 
94060000      873  2.8570704e-23      117951.55 
94070000      873   2.577801e-23      117961.99 
94080000      873   2.307146e-23      117972.35 
94090000      873  2.0464097e-23      117983.42 
94100000      873  1.7964953e-23      117993.77 
94110000      873  1.5599397e-23      118004.18 
94120000      873  1.3365852e-23      118014.58 
94130000      873  1.1287136e-23      118024.94 
94140000      873  9.3649442e-24      118035.33 
94150000      873   7.615579e-24      118045.69 
94160000      873  6.0361534e-24      118056.09 
94170000      873  4.6412477e-24      118066.98 
94180000      873  3.4312757e-24      118077.92 
94190000      873  2.4073271e-24      118088.31 
94200000      873  1.5709841e-24      118098.83 
94210000      873  9.1584927e-25      118109.19 
94220000      873   4.427955e-25      118119.56 
94230000      873  1.4635113e-25      118129.94 
94240000      873  2.1172424e-26      118140.29 
94250000      873  5.9861042e-26      118150.65 
94260000      873  2.5370853e-25      118161.66 
94270000      873  5.9439434e-25      118171.99 
94280000      873  1.0718555e-24      118182.29 
94290000      873  1.6735634e-24      118193.14 
94300000      873  2.3903354e-24         118204 
94310000      873  3.2070042e-24      118214.37 
94320000      873  4.1143611e-24      118224.69 
94330000      873   5.101021e-24      118235.06 
94340000      873  6.1474925e-24       118245.4 
94350000      873  7.2559678e-24      118255.78 
94360000      873   8.399799e-24      118266.15 
94370000      873  9.5828711e-24      118276.47 
94380000      873  1.0776005e-23      118286.82 
94390000      873  1.1977883e-23      118297.13 
94400000      873  1.3170628e-23      118307.59 
94410000      873  1.4348755e-23      118318.07 
94420000      873  1.5502658e-23      118329.23 
94430000      873  1.6632152e-23      118340.26 
94440000      873  1.7715013e-23      118350.58 
94450000      873  1.8755754e-23      118360.85 
94460000      873  1.9728122e-23      118371.19 
94470000      873  2.0640303e-23       118381.5 
94480000      873   2.148518e-23      118391.81 
94490000      873  2.2256941e-23      118402.14 
94500000      873  2.2956624e-23      118412.45 
94510000      873   2.357201e-23      118422.78 
94520000      873  2.4105977e-23       118433.1 
94530000      873  2.4542577e-23      118443.44 
94540000      873  2.4894266e-23      118454.74 
94550000      873  2.5146728e-23      118465.12 
94560000      873  2.5310797e-23      118475.42 
94570000      873  2.5383932e-23      118485.75 
94580000      873   2.536205e-23      118496.05 
94590000      873  2.5250194e-23      118506.38 
94600000      873  2.5052451e-23      118517.51 
94610000      873  2.4756165e-23      118527.78 
94620000      873  2.4388552e-23      118538.07 
94630000      873  2.3931985e-23      118548.36 
94640000      873   2.340315e-23      118558.68 
94650000      873  2.2801774e-23      118568.96 
94660000      873  2.2132613e-23      118580.24 
94670000      873  2.1404834e-23      118590.62 
94680000      873  2.0611666e-23      118600.92 
94690000      873  1.9775421e-23      118611.27 
94700000      873   1.889933e-23      118621.58 
94710000      873  1.7983052e-23      118631.89 
94720000      873  1.7031564e-23      118642.19 
94730000      873  1.6066506e-23      118652.48 
94740000      873   1.507988e-23      118662.78 
94750000      873  1.4073497e-23      118673.05 
94760000      873  1.3070463e-23      118683.35 
94770000      873  1.2072625e-23       118694.3 
94780000      873  1.1096135e-23      118705.58 
94790000      873  1.0120512e-23      118715.89 
94800000      873  9.1703032e-24       118726.3 
94810000      873  8.2448372e-24      118736.58 
94820000      873  7.3519743e-24      118746.91 
94830000      873  6.4990323e-24       118757.2 
94840000      873  5.6918066e-24      118767.52 
94850000      873  4.9248384e-24      118777.83 
94860000      873  4.2083886e-24      118788.14 
94870000      873  3.5449898e-24      118798.48 
94880000      873  2.9353077e-24      118808.77 
94890000      873  2.3819759e-24       118819.1 
94900000      873  1.8869104e-24      118830.38 
94910000      873  1.4494413e-24      118840.74 
94920000      873  1.0731942e-24      118851.04 
94930000      873  7.5495657e-25      118861.37 
94940000      873  4.9553839e-25      118871.65 
94950000      873  2.9557455e-25      118882.68 
94960000      873  1.5283191e-25      118892.97 
94970000      873  6.6202509e-26       118903.3 
94980000      873  3.2926528e-26      118913.66 
94990000      873  5.1047693e-26      118923.99 
95000000      873   1.183143e-25      118934.46 
95010000      873  2.3189622e-25      118944.78 
95020000      873  3.8863478e-25      118956.11 
95030000      873  5.8602881e-25      118966.49 
95040000      873  8.2049681e-25      118976.87 
95050000      873  1.0860397e-24      118987.21 
95060000      873  1.3828641e-24      118997.56 
95070000      873  1.7040419e-24      119007.88 
95080000      873  2.0472011e-24      119018.23 
95090000      873  2.4105653e-24      119028.57 
95100000      873  2.7869527e-24      119038.93 
95110000      873  3.1744417e-24      119049.27 
95120000      873  3.5718705e-24      119060.29 
95130000      873  3.9686363e-24      119070.68 
95140000      873  4.3691529e-24      119081.79 
95150000      873  4.7634438e-24      119092.44 
95160000      873  5.1507399e-24      119102.85 
95170000      873  5.5282519e-24      119113.26 
95180000      873  5.8968632e-24      119123.64 
95190000      873  6.2492043e-24      119134.05 
95200000      873   6.582473e-24      119144.52 
95210000      873  6.8942909e-24      119154.94 
95220000      873  7.1806185e-24      119165.37 
95230000      873  7.4439559e-24      119175.74 
95240000      873  7.6801268e-24      119186.13 
95250000      873  7.8890712e-24       119196.5 
95260000      873  8.0675859e-24      119207.44 
95270000      873   8.216336e-24      119218.34 
95280000      873  8.3360434e-24      119228.76 
95290000      873  8.4191819e-24      119239.83 
95300000      873  8.4692867e-24      119250.26 
95310000      873  8.4870994e-24      119260.65 
95320000      873   8.473131e-24      119271.09 
95330000      873  8.4284217e-24      119281.49 
95340000      873  8.3537464e-24      119291.93 
95350000      873  8.2476772e-24      119302.36 
95360000      873  8.1203618e-24      119312.74 
95370000      873  7.9594972e-24      119323.13 
95380000      873    7.77573e-24      119333.87 
95390000      873  7.5686261e-24      119344.91 
95400000      873  7.3346879e-24      119355.42 
95410000      873  7.0898191e-24       119365.8 
95420000      873    6.81762e-24      119376.15 
95430000      873  6.5335581e-24      119386.55 
95440000      873  6.2361451e-24      119396.91 
95450000      873  5.9248901e-24      119407.31 
95460000      873  5.6050649e-24      119418.36 
95470000      873  5.2832749e-24      119428.77 
95480000      873  4.9580269e-24      119439.18 
95490000      873  4.6291888e-24      119449.58 
95500000      873   4.291171e-24      119460.31 
95510000      873  3.9610934e-24      119471.35 
95520000      873  3.6358852e-24      119481.79 
95530000      873  3.3152232e-24      119492.13 
95540000      873  3.0057588e-24      119502.49 
95550000      873  2.7027681e-24      119512.84 
95560000      873  2.4120065e-24      119523.22 
95570000      873  2.1304725e-24      119533.53 
95580000      873  1.8633935e-24      119543.88 
95590000      873  1.6126146e-24      119554.18 
95600000      873  1.3766722e-24      119564.64 
95610000      873  1.1589001e-24         119575 
95620000      873  9.5950139e-25      119585.34 
95630000      873  7.7752983e-25      119597.42 
95640000      873  6.1450814e-25      119607.81 
95650000      873  4.7033717e-25      119618.17 
95660000      873  3.4564708e-25      119628.52 
95670000      873  2.4131821e-25      119638.88 
95680000      873  1.5618431e-25       119649.2 
95690000      873  9.0377728e-26      119659.55 
95700000      873  4.3357768e-26      119669.89 
95710000      873  1.4819454e-26      119680.22 
95720000      873  4.0933475e-27      119690.53 
95730000      873  1.0560856e-26      119700.86 
95740000      873  3.3647467e-26       119711.2 
95750000      873  7.2566796e-26      119722.46 
95760000      873  1.2550165e-25      119732.78 
95770000      873  1.9200758e-25      119743.08 
95780000      873  2.7019508e-25      119753.39 
95790000      873  3.5941865e-25      119763.73 
95800000      873  4.5902055e-25      119774.84 
95810000      873  5.6813488e-25      119785.16 
95820000      873  6.8480493e-25      119795.45 
95830000      873  8.0909724e-25      119805.82 
95840000      873  9.3645466e-25      119816.17 
95850000      873  1.0681395e-24      119826.48 
95860000      873   1.199691e-24      119836.79 
95870000      873  1.3332485e-24      119848.06 
95880000      873  1.4655705e-24      119858.42 
95890000      873  1.5986001e-24      119868.71 
95900000      873  1.7273141e-24      119879.01 
95910000      873  1.8527888e-24      119889.27 
95920000      873  1.9740752e-24      119899.57 
95930000      873  2.0900442e-24      119909.84 
95940000      873  2.1989511e-24      119920.12 
95950000      873  2.3024057e-24      119930.41 
95960000      873  2.3964897e-24      119940.73 
95970000      873  2.4826636e-24      119951.04 
95980000      873  2.5599067e-24      119962.01 
95990000      873  2.6282348e-24      119973.32 
96000000      873  2.6864518e-24      119983.75 
96010000      873  2.7342993e-24       119994.1 
96020000      873  2.7717636e-24      120004.39 
96030000      873  2.7972307e-24      120014.69 
96040000      873  2.8134554e-24      120024.96 
96050000      873  2.8200303e-24      120035.27 
96060000      873  2.8143709e-24      120045.53 
96070000      873  2.7985458e-24      120055.82 
96080000      873  2.7739926e-24      120066.08 
96090000      873  2.7354819e-24      120076.37 
96100000      873  2.6907574e-24      120086.67 
96110000      873  2.6385888e-24      120097.73 
96120000      873  2.5753242e-24      120108.27 
96130000      873  2.5092573e-24      120118.58 
96140000      873  2.4329769e-24      120128.89 
96150000      873   2.352124e-24      120139.88 
96160000      873  2.2623512e-24       120150.2 
96170000      873  2.1650994e-24      120160.48 
96180000      873  2.0659071e-24      120170.82 
96190000      873  1.9642218e-24      120181.12 
96200000      873   1.859614e-24      120191.55 
96210000      873  1.7539685e-24      120201.87 
96220000      873  1.6451675e-24      120212.15 
96230000      873   1.537004e-24      120223.38 
96240000      873  1.4253064e-24      120233.77 
96250000      873   1.316287e-24      120244.12 
96260000      873  1.2065237e-24       120254.4 
96270000      873  1.1010166e-24      120264.73 
96280000      873  9.9795064e-25      120275.04 
96290000      873  8.9722501e-25      120285.37 
96300000      873  7.9976109e-25       120295.7 
96310000      873  7.0605174e-25      120306.08 
96320000      873   6.167786e-25      120317.11 
96330000      873  5.3379971e-25      120327.46 
96340000      873  4.5422178e-25      120337.81 
96350000      873  3.8164502e-25      120348.78 
96360000      873  3.1366083e-25      120359.52 
96370000      873   2.530991e-25      120369.87 
96380000      873  1.9920076e-25      120380.22 
96390000      873  1.5221159e-25      120390.54 
96400000      873  1.1124999e-25      120401.01 
96410000      873  7.6817369e-26      120411.35 
96420000      873  4.8987045e-26      120421.71 
96430000      873  2.7134263e-26      120432.03 
96440000      873  1.1905219e-26      120442.42 
96450000      873  3.1079116e-27      120452.78 
96460000      873  2.3572537e-28      120463.16 
96470000      873  3.1202593e-27      120474.29 
96480000      873  1.1112805e-26      120484.99 
96490000      873  2.4655964e-26       120496.1 
96500000      873  4.2458001e-26      120506.48 
96510000      873  6.4770302e-26      120516.87 
96520000      873  9.0971119e-26      120527.24 
96530000      873  1.2088741e-25      120537.66 
96540000      873  1.5434859e-25      120548.03 
96550000      873  1.9017928e-25      120558.42 
96560000      873  2.2833094e-25      120568.78 
96570000      873  2.6805375e-25      120579.18 
96580000      873  3.1015515e-25      120589.55 
96590000      873  3.5323207e-25      120600.45 
96600000      873  3.9723819e-25      120611.48 
96610000      873  4.4191623e-25       120621.9 
96620000      873  4.8663024e-25      120632.33 
96630000      873  5.2998851e-25      120642.72 
96640000      873  5.7238554e-25      120653.15 
96650000      873  6.1361417e-25      120663.56 
96660000      873  6.5276879e-25      120674.69 
96670000      873  6.9075305e-25      120685.07 
96680000      873  7.2699004e-25      120695.46 
96690000      873  7.6066154e-25      120705.82 
96700000      873  7.9171888e-25      120716.22 
96710000      873  8.2010827e-25      120727.12 
96720000      873  8.4548707e-25      120737.98 
96730000      873  8.6716487e-25      120748.41 
96740000      873  8.8635093e-25      120758.78 
96750000      873  9.0194488e-25      120769.15 
96760000      873  9.1465952e-25      120779.56 
96770000      873  9.2334677e-25      120789.92 
96780000      873   9.287812e-25      120800.33 
96790000      873  9.3005397e-25      120810.71 
96800000      873  9.2933978e-25      120821.23 
96810000      873  9.2571264e-25      120831.63 
96820000      873   9.173521e-25      120842.03 
96830000      873  9.0703957e-25      120852.41 
96840000      873  8.9178716e-25      120864.29 
96850000      873  8.7476359e-25       120874.7 
