    Step    Atoms         KinEng            CPU 
       0        0              0              0 
INFO: Particle insertion ins: inserted 75 particle templates (mass 2.968805e-07) at step 1
 - a total of 75 particle templates (mass 2.968805e-07) inserted so far.
32460000      885  7.6909283e-10      36478.446 
32470000      885  1.4397416e-10      36490.038 
32480000      885  1.0280461e-09      36502.027 
32490000      885  1.1584857e-10      36514.517 
32500000      885  7.3914681e-11      36526.084 
32510000      885  1.4924503e-10      36537.701 
32520000      885  2.3756099e-10      36549.438 
32530000      885   4.238232e-10        36561.1 
32540000      885  7.5766407e-10      36572.838 
32550000      885  1.5356619e-09      36584.696 
32560000      885  7.6993582e-09       36596.59 
32570000      885  4.9428072e-09      36608.689 
32580000      885  7.7223023e-09      36621.335 
32590000      885  2.0623984e-08      36633.123 
32600000      885  1.4684709e-07      36644.904 
32610000      885  8.0100075e-09      36656.629 
32620000      885  8.1047077e-09      36669.312 
32630000      885  8.4239158e-10      36680.975 
32640000      885  6.7875662e-09       36692.65 
32650000      885  4.3085659e-09      36704.441 
32660000      885  5.1481541e-09       36716.42 
32670000      885  8.3426453e-09      36728.298 
32680000      885  3.1550914e-09      36740.422 
32690000      885  1.8181263e-08      36752.359 
32700000      885  5.3819777e-10       36764.84 
32710000      885  4.8190205e-10      36776.893 
32720000      885  2.6590336e-09      36788.822 
32730000      885   7.246615e-09      36801.418 
32740000      885  8.0656954e-10      36813.409 
32750000      885  1.7211962e-08      36826.311 
32760000      885  2.9591736e-10      36838.288 
32770000      885  1.2349508e-09      36850.111 
32780000      885  2.2722486e-10      36861.844 
32790000      885  6.8274337e-09       36873.56 
32800000      885  2.6543109e-10      36885.448 
32810000      885  2.3567332e-10      36897.194 
32820000      885  1.7191536e-09      36908.868 
32830000      885  5.1195374e-10      36920.451 
32840000      885  1.0310737e-09      36932.297 
32850000      885  2.6892807e-10      36944.182 
32860000      885  1.2199754e-10      36956.995 
32870000      885  1.3253051e-10       36968.94 
32880000      885  3.7840646e-10      36981.917 
32890000      885  3.1274946e-10      36994.101 
32900000      885  3.4526125e-10      37006.136 
32910000      885  2.7156003e-10      37018.017 
32920000      885  5.2995688e-10      37029.805 
32930000      885  5.5258906e-10      37041.786 
32940000      885  4.1733437e-10      37053.767 
32950000      885   2.917085e-10      37065.663 
32960000      885  2.7372503e-10      37078.272 
32970000      885  1.1649868e-10      37090.268 
32980000      885  1.0552078e-10       37101.96 
32990000      885  3.6658579e-10      37113.607 
33000000      885  2.3937411e-10       37125.62 
33010000      885  1.8890618e-10      37137.628 
33020000      885  9.9208699e-10       37150.64 
33030000      885  3.6394202e-10      37163.401 
33040000      885  4.9683915e-10      37175.475 
33050000      885  5.2055042e-10      37187.611 
33060000      885  4.9758067e-10      37199.756 
33070000      885  2.1907067e-10       37211.86 
33080000      885  1.5383682e-10      37223.849 
33090000      885  1.8988316e-10      37236.847 
33100000      885  2.6018312e-10      37249.043 
33110000      885  1.1655966e-10      37261.199 
33120000      885  1.1874905e-10      37273.246 
33130000      885  8.9610372e-11      37285.158 
33140000      885  4.8101895e-11      37297.057 
33150000      885  6.1228747e-11      37308.822 
33160000      885  5.2864029e-11      37320.692 
33170000      885  6.8443038e-11      37332.555 
33180000      885  6.5603069e-11      37345.073 
33190000      885   7.448933e-11      37357.025 
33200000      885   4.288084e-10      37369.414 
33210000      885  2.0504652e-10      37381.606 
33220000      885  7.6931117e-10      37394.805 
33230000      885  3.1346936e-10      37406.918 
33240000      885  2.1240813e-10      37419.144 
33250000      885  1.0199548e-10       37431.41 
33260000      885  1.0095211e-09      37444.234 
33270000      885  2.8269822e-10       37456.66 
33280000      885  2.2793848e-10      37468.975 
33290000      885  2.1867573e-10      37481.318 
33300000      885  1.4255537e-10      37493.778 
33310000      885  6.6032249e-10      37506.312 
33320000      885   1.774424e-10      37519.495 
33330000      885  2.2810333e-10      37531.975 
33340000      885  1.2531706e-10      37545.068 
33350000      885  7.2298189e-11      37558.083 
33360000      885  1.0547519e-10       37570.48 
33370000      885  7.2262378e-11      37582.876 
33380000      885  7.6526261e-11      37595.314 
33390000      885  7.7876325e-11       37607.85 
33400000      885  6.9655842e-11       37620.42 
33410000      885  1.1843925e-10      37632.963 
33420000      885  1.0176102e-10      37645.525 
33430000      885  1.7549317e-10      37658.167 
33440000      885  3.0734552e-10      37671.077 
33450000      885  5.9020769e-10       37684.05 
33460000      885  6.6674591e-10      37698.736 
33470000      885  3.8683717e-10      37711.859 
33480000      885  1.8913184e-10      37724.895 
33490000      885  8.0422877e-10      37738.028 
33500000      885  2.9304017e-10      37751.278 
33510000      885  1.7719602e-10      37764.425 
33520000      885  8.0358621e-11      37777.551 
33530000      885  6.1215298e-11      37790.556 
33540000      885   9.247771e-11      37803.614 
33550000      885  1.0105968e-10      37816.733 
33560000      885  9.6593338e-11      37830.955 
33570000      885  1.6477801e-10       37844.41 
33580000      885  1.2987622e-09      37857.946 
33590000      885  1.4174934e-09      37871.491 
33600000      885  2.3949252e-10      37885.673 
33610000      885  3.2422422e-10      37898.929 
33620000      885  2.2752445e-10      37912.175 
33630000      885  3.7455045e-10      37925.502 
33640000      885  1.1606883e-09      37938.824 
33650000      885  5.8660711e-10      37952.877 
33660000      885  1.5847054e-10      37966.331 
33670000      885  1.0778572e-09      37979.555 
33680000      885  1.1445486e-08      37992.874 
33690000      885   2.430838e-10      38006.268 
33700000      885  2.9366472e-10      38019.975 
33710000      885  1.7425933e-08      38033.841 
33720000      885  1.1707942e-09      38047.832 
33730000      885  1.5865063e-09      38062.093 
33740000      885  1.4075621e-09      38075.643 
33750000      885  1.0154525e-09      38090.536 
33760000      885   1.541235e-09      38104.344 
33770000      885  4.7902432e-10       38118.05 
33780000      885  1.7768218e-09      38132.073 
33790000      885  6.1113823e-10      38145.702 
33800000      885  1.7060936e-09      38159.667 
33810000      885   3.465502e-09      38173.394 
33820000      885  3.7070754e-10      38187.029 
33830000      885  1.7436045e-10      38200.714 
33840000      885  1.7934891e-10      38215.435 
33850000      885  3.3829078e-10      38229.316 
33860000      885  4.1133013e-10      38243.748 
33870000      885  3.7551583e-10      38257.596 
33880000      885  4.7728421e-09      38271.819 
33890000      885  1.4085939e-08      38286.068 
33900000      885  1.4965249e-08      38300.257 
33910000      885  2.3097365e-08      38314.272 
33920000      885  9.8899473e-09      38328.397 
33930000      885  1.1967295e-08      38342.513 
33940000      885  1.2508619e-09      38356.538 
33950000      885  2.7438613e-10      38371.454 
33960000      885  1.0847399e-09      38385.509 
33970000      885  7.9246941e-09      38399.601 
33980000      885  2.1193834e-10      38415.259 
33990000      885  5.6827809e-10      38429.213 
34000000      885  6.5521563e-09      38443.279 
34010000      885   2.747713e-10      38457.247 
34020000      885  3.0070115e-10      38471.294 
34030000      885  2.0381639e-10      38485.726 
34040000      885  2.6978781e-10      38500.833 
34050000      885  6.4770532e-09      38515.058 
34060000      885  1.4229044e-10      38529.164 
34070000      885  2.1486028e-09      38543.089 
34080000      885  1.2043879e-10      38557.125 
34090000      885  2.1450937e-10      38571.175 
34100000      885  2.5093583e-10      38585.183 
34110000      885  1.2569696e-10      38599.779 
34120000      885  1.3459848e-10      38613.697 
34130000      885  1.3686032e-10      38628.657 
34140000      885  1.6456345e-10       38642.62 
34150000      885  2.8004841e-10       38656.62 
34160000      885  2.9402635e-10       38670.69 
34170000      885  2.2065229e-10      38684.702 
34180000      885  2.7898884e-10      38698.764 
34190000      885  8.6312767e-10      38712.771 
34200000      885  3.6827817e-10      38726.932 
34210000      885  7.1980777e-10      38741.027 
34220000      885  4.6468825e-10      38754.882 
34230000      885  3.2188267e-10      38769.788 
34240000      885  2.9136283e-10      38784.387 
34250000      885  1.4925679e-10      38798.216 
34260000      885  6.2124155e-10       38812.21 
34270000      885  3.2271456e-10      38826.195 
34280000      885  2.5093796e-10       38840.14 
34290000      885  2.2236935e-10      38854.078 
34300000      885  1.8750055e-10      38868.211 
34310000      885   2.524373e-10       38882.02 
34320000      885  1.8186439e-10      38896.918 
34330000      885  1.6907799e-10      38910.945 
34340000      885  2.1331582e-10      38924.957 
34350000      885  1.7853997e-10       38938.95 
34360000      885  1.7029948e-10       38953.07 
34370000      885  3.6681012e-10      38967.907 
34380000      885  3.2061738e-10      38981.855 
34390000      885  2.5674474e-10      38996.081 
34400000      885  1.1705705e-10      39010.368 
34410000      885  1.2613003e-10      39025.298 
34420000      885  1.6362299e-09      39039.498 
34430000      885  6.2957083e-10      39054.219 
34440000      885  3.1403395e-10      39068.513 
34450000      885  3.7463642e-10      39082.329 
34460000      885  3.3508559e-10      39096.213 
34470000      885  2.4251866e-10      39110.197 
34480000      885  3.1807584e-10      39124.253 
34490000      885  1.1937621e-10      39138.923 
34500000      885  1.3805498e-10      39153.637 
34510000      885   9.224383e-11      39167.488 
34520000      885  7.9679394e-11      39181.388 
34530000      885  2.0394181e-10      39195.742 
34540000      885  8.5698913e-10       39210.02 
34550000      885  3.3748467e-10      39224.127 
34560000      885  5.9381787e-10      39238.154 
34570000      885  4.2081977e-10      39252.216 
34580000      885  2.5413339e-10      39266.163 
34590000      885  8.7640678e-10      39280.072 
34600000      885  4.2591758e-10       39294.05 
34610000      885  4.4663588e-10      39309.038 
34620000      885  4.2947306e-10      39323.868 
34630000      885  2.7578085e-10      39338.031 
34640000      885  2.2167635e-10       39352.25 
34650000      885  1.6936252e-10      39366.489 
34660000      885  2.3603832e-10      39380.776 
34670000      885  2.7369558e-09      39395.205 
34680000      885  2.0780409e-08       39409.73 
34690000      885  2.7250293e-10      39424.522 
34700000      885   2.192431e-10        39439.8 
34710000      885  2.0986526e-10      39454.271 
34720000      885  1.4593469e-09      39468.656 
34730000      885  4.3693523e-10      39482.935 
34740000      885  8.0007023e-10      39497.777 
34750000      885  7.5885261e-09      39512.017 
34760000      885  6.5566303e-10      39526.429 
34770000      885  7.0486817e-10        39540.8 
34780000      885  6.9651649e-10      39555.936 
34790000      885  3.1825845e-10      39570.862 
34800000      885  1.7415397e-10      39585.557 
34810000      885  1.3968402e-10      39600.076 
34820000      885  1.4619067e-10      39614.513 
34830000      885  9.7256556e-11      39630.362 
34840000      885  8.8991875e-11      39646.198 
34850000      885  7.4022154e-11      39660.961 
34860000      885  7.5508808e-10      39676.462 
34870000      885  2.1389244e-10      39691.384 
34880000      885  1.8885557e-10      39707.103 
34890000      885  1.1247794e-09      39722.154 
34900000      885   3.446983e-10      39737.249 
34910000      885  2.2128951e-10      39752.136 
34920000      885  1.7815728e-10      39767.037 
34930000      885  1.4636728e-09      39781.978 
34940000      885  1.2656896e-09      39796.977 
34950000      885  1.7532502e-10      39812.022 
34960000      885   1.362084e-09      39827.061 
34970000      885  9.1846868e-10      39843.191 
34980000      885  9.5606339e-10       39859.17 
34990000      885  6.0622021e-10      39874.421 
35000000      885  2.2205438e-10      39889.806 
35010000      885  1.8793153e-10      39905.127 
35020000      885  2.2100369e-08      39920.377 
35030000      885  1.8157559e-10      39935.876 
35040000      885  3.5418234e-10      39951.293 
35050000      885  4.0558291e-10      39967.587 
35060000      885  4.3032271e-10      39982.947 
35070000      885  1.4819622e-08      39998.307 
35080000      885  1.4853054e-10      40013.461 
35090000      885  7.7814124e-11      40028.647 
35100000      885  6.8530809e-11      40044.551 
35110000      885  7.0565316e-11       40059.77 
35120000      885  1.2726788e-10       40075.14 
35130000      885  9.6574211e-11      40090.891 
35140000      885  1.5426858e-10      40106.784 
35150000      885  1.2942634e-09       40122.35 
35160000      885   3.066571e-10      40137.906 
35170000      885  2.7957632e-10      40153.364 
35180000      885  1.4296075e-10      40168.844 
35190000      885  1.5051971e-10      40184.234 
35200000      885  7.7147479e-11      40199.732 
35210000      885  6.3566919e-10      40215.706 
35220000      885  4.0827069e-10       40231.23 
35230000      885  1.2582518e-10      40247.516 
35240000      885  1.4312374e-10      40262.933 
35250000      885  8.3805886e-11      40278.269 
35260000      885  1.7684165e-09      40293.601 
35270000      885  2.7379449e-09      40308.994 
35280000      885  1.6291674e-10      40324.317 
35290000      885  1.5865215e-10      40339.581 
35300000      885  5.9863914e-09      40354.997 
35310000      885  1.8562894e-08      40370.456 
35320000      885  8.9918052e-11      40385.683 
35330000      885  9.8717497e-11      40402.125 
35340000      885  2.1321424e-10      40418.466 
35350000      885  2.6423563e-10      40434.102 
35360000      885  1.8498433e-10      40449.757 
35370000      885  1.3858729e-10      40465.375 
35380000      885  1.8929927e-10      40480.985 
35390000      885  1.2782005e-10      40496.489 
35400000      885  1.4525952e-10      40512.127 
35410000      885  2.2461654e-10      40527.652 
35420000      885  1.6250769e-10      40544.012 
35430000      885  1.2139761e-09      40559.554 
35440000      885  3.4612904e-10      40575.606 
35450000      885  2.7280092e-09      40590.903 
35460000      885  3.2321274e-10      40606.198 
35470000      885  4.1100224e-10      40621.316 
35480000      885  5.5394876e-10       40636.56 
35490000      885  1.7724915e-10      40651.974 
35500000      885  1.4585985e-10      40667.351 
35510000      885  1.1081963e-09      40682.862 
35520000      885  2.4949416e-10      40698.905 
35530000      885  1.4269816e-10      40714.101 
35540000      885  2.1250517e-10      40729.347 
35550000      885  2.3560342e-10      40744.835 
35560000      885  2.9320915e-10       40761.01 
35570000      885  1.2307224e-10      40776.167 
35580000      885  1.3870825e-10      40791.288 
35590000      885   1.626341e-10      40806.453 
35600000      885  1.2081691e-10        40821.8 
35610000      885  1.4076231e-09      40837.667 
35620000      885  1.6157718e-10      40852.742 
35630000      885  4.1508259e-10      40867.883 
35640000      885  3.1246703e-10      40882.928 
35650000      885  3.5213088e-10      40898.043 
35660000      885   2.665359e-10      40913.171 
35670000      885  1.7437674e-10      40928.269 
35680000      885  1.1791547e-10      40944.127 
35690000      885  9.9894709e-11      40959.064 
35700000      885  1.5204533e-10      40974.451 
35710000      885  1.3066429e-10      40989.746 
35720000      885  1.2014551e-10      41004.568 
35730000      885  2.7210116e-10      41019.311 
35740000      885  1.6479296e-10      41034.003 
35750000      885  1.7193672e-10      41048.603 
35760000      885  1.9299285e-10      41063.036 
35770000      885  8.9031039e-11       41077.42 
35780000      885  1.0611128e-10      41091.874 
35790000      885  1.5976635e-10      41107.157 
35800000      885  1.7752966e-10      41122.497 
35810000      885  8.2712466e-11      41137.042 
35820000      885  1.1369602e-09      41151.594 
35830000      885   2.995303e-09       41166.07 
35840000      885  1.1607734e-09       41180.66 
35850000      885  5.2752536e-10       41195.13 
35860000      885  7.7781995e-10      41209.418 
35870000      885  8.3075723e-10      41223.743 
35880000      885  5.0003114e-10      41238.963 
35890000      885  5.4544928e-10      41253.315 
35900000      885  3.1554461e-10      41267.563 
35910000      885  1.9789133e-10      41281.735 
35920000      885  2.4617679e-10      41296.389 
35930000      885   2.118394e-10      41310.645 
35940000      885  2.2274139e-10      41324.869 
35950000      885  1.0105475e-08      41339.062 
35960000      885  3.3981415e-10      41353.722 
35970000      885  3.0633204e-10      41368.614 
35980000      885  7.2845017e-10       41383.15 
35990000      885  8.6541793e-09      41397.692 
36000000      885  6.0051643e-10      41412.526 
36010000      885  4.3275672e-10      41426.861 
36020000      885  5.8769471e-10      41441.138 
36030000      885  3.1918198e-10      41455.415 
36040000      885  3.3359679e-10      41469.862 
36050000      885  5.3530703e-10      41485.035 
36060000      885  2.4107859e-10      41499.511 
36070000      885  1.8071223e-10      41514.544 
36080000      885  1.0654705e-10      41529.138 
36090000      885  9.7303284e-11      41543.442 
36100000      885  1.3831274e-10      41558.154 
36110000      885  1.6892714e-09      41572.588 
36120000      885  2.7262462e-10      41587.131 
36130000      885  3.0492962e-10      41601.684 
36140000      885  2.3323772e-10      41616.055 
36150000      885  1.1672604e-10      41630.388 
36160000      885    1.36525e-10      41645.706 
36170000      885  1.1635208e-10      41661.023 
36180000      885  1.2033705e-10      41675.587 
36190000      885  2.3327054e-10      41690.206 
36200000      885  4.7861137e-11      41704.986 
36210000      885  5.4478179e-11       41719.55 
36220000      885  7.1656347e-10      41734.095 
36230000      885  9.8622577e-11      41748.679 
36240000      885  3.0288292e-10      41763.226 
36250000      885  5.1547169e-10      41778.822 
36260000      885  2.4088309e-10      41793.642 
36270000      885  4.9391958e-10      41807.969 
36280000      885  1.6670135e-10      41822.194 
36290000      885  8.5449123e-10      41837.307 
36300000      885  9.2999413e-10       41851.84 
36310000      885  1.0839143e-10      41866.322 
36320000      885  1.2283343e-10      41881.048 
36330000      885  2.9712777e-09      41896.371 
36340000      885  3.3185401e-10      41912.384 
36350000      885  4.0173024e-10      41927.345 
36360000      885  4.2578571e-10      41942.249 
36370000      885  8.6462238e-11      41957.105 
36380000      885  6.1836021e-11      41971.888 
36390000      885  4.5048817e-10      41986.653 
36400000      885   2.853132e-10      42001.529 
36410000      885  3.7258031e-10      42017.559 
36420000      885  3.3018173e-09      42032.565 
36430000      885  2.4373635e-10        42047.5 
36440000      885  1.7268392e-10      42062.217 
36450000      885  1.4052277e-10      42077.952 
36460000      885  2.8143093e-10      42093.223 
36470000      885  1.1855049e-10      42107.871 
36480000      885  1.5757488e-10      42122.748 
36490000      885  1.0819606e-10      42137.696 
36500000      885  1.5225468e-10      42152.695 
36510000      885  8.9096246e-11      42167.633 
36520000      885  1.2479657e-10      42182.628 
36530000      885  1.5701345e-10      42198.966 
36540000      885  2.7421258e-10       42213.92 
36550000      885  3.8904993e-10      42228.623 
36560000      885  2.6267008e-10      42243.129 
36570000      885   1.466545e-10      42257.657 
36580000      885  1.2508334e-10      42272.173 
36590000      885  9.8603983e-11      42286.557 
36600000      885  8.5399373e-11      42301.177 
36610000      885  1.0433192e-10      42315.553 
36620000      885  1.3784719e-10      42329.936 
36630000      885  1.5075646e-10      42344.912 
36640000      885  1.0658647e-10      42359.951 
36650000      885  1.3095733e-10      42375.005 
36660000      885  9.7226872e-11      42389.441 
36670000      885  8.1445117e-11      42403.829 
36680000      885  9.4086721e-11      42418.398 
36690000      885  1.4678857e-10      42432.993 
36700000      885  1.1581494e-10      42447.568 
36710000      885  9.7852635e-11      42462.069 
36720000      885  9.4891742e-11      42476.927 
36730000      885  3.0703408e-10      42491.807 
36740000      885   2.290468e-09       42506.31 
36750000      885  2.1325904e-10      42520.804 
36760000      885  4.1064644e-10       42535.07 
36770000      885  3.0783793e-10      42549.422 
36780000      885  8.7537995e-11      42564.356 
36790000      885  1.1730102e-10      42578.487 
36800000      885  7.0819365e-11      42592.741 
36810000      885  1.3743193e-10      42606.818 
36820000      885   1.125255e-10      42620.941 
36830000      885  5.9424492e-11      42635.886 
36840000      885  6.9161919e-11      42649.931 
36850000      885  1.2141819e-10      42663.985 
36860000      885  2.1906661e-10       42678.11 
36870000      885  1.3291674e-10      42692.059 
36880000      885  1.4244699e-10      42705.999 
36890000      885  4.7060185e-11      42719.813 
36900000      885  5.0526709e-11      42734.396 
36910000      885   9.215282e-11      42748.302 
36920000      885  1.0133693e-10      42762.272 
36930000      885  8.5934432e-11      42776.325 
36940000      885  4.1559616e-11      42791.241 
36950000      885  7.6036598e-11      42805.083 
36960000      885  8.7139595e-11      42818.741 
36970000      885  5.8372101e-11      42832.456 
36980000      885  4.5006459e-11      42846.094 
36990000      885  5.8761117e-11      42859.868 
37000000      885  5.9247938e-11      42873.643 
37010000      885  7.7263094e-11      42887.266 
37020000      885  1.5659399e-10      42900.747 
37030000      885  7.0160908e-11      42914.804 
37040000      885  9.4845109e-11      42928.386 
37050000      885  2.0053192e-10      42942.507 
37060000      885  5.6452019e-10      42955.663 
37070000      885  3.8489943e-10      42968.783 
37080000      885  3.2768359e-10      42981.984 
37090000      885  3.6893502e-10      42995.319 
37100000      885    1.82318e-10      43008.503 
37110000      885  1.5508195e-10      43021.667 
37120000      885  2.2433705e-10       43035.05 
37130000      885  3.1496714e-10       43048.69 
37140000      885  2.3578429e-10      43061.956 
37150000      885  2.1192672e-10      43076.265 
37160000      885  1.0655359e-09      43089.727 
37170000      885  4.0797243e-10      43103.643 
37180000      885  1.9800196e-10      43116.901 
37190000      885  2.5791645e-10       43129.99 
37200000      885   8.426996e-10      43143.287 
37210000      885  2.1174898e-10       43156.36 
37220000      885  1.7660452e-10       43169.31 
37230000      885  2.0990009e-10      43182.365 
37240000      885  1.3183704e-10      43196.347 
37250000      885  1.6325105e-10      43209.543 
37260000      885  1.8858733e-10      43222.612 
37270000      885  9.2988241e-11      43235.491 
37280000      885  1.8296845e-09      43248.599 
37290000      885  2.1987948e-09      43261.759 
37300000      885  4.6219272e-09       43275.62 
37310000      885  1.7196451e-09      43288.672 
37320000      885  2.1833141e-09      43301.703 
37330000      885  2.5254316e-10      43315.158 
37340000      885  2.7436783e-10      43329.285 
37350000      885  3.2982091e-09      43342.137 
37360000      885  2.2486658e-09      43355.607 
37370000      885  2.7217616e-09      43368.571 
37380000      885  1.1332361e-09      43381.361 
37390000      885  4.5672816e-10      43394.301 
37400000      885  2.7289514e-10       43407.31 
37410000      885  3.4917749e-10      43420.305 
37420000      885  1.0547371e-09      43433.298 
37430000      885  3.3379568e-10      43446.869 
37440000      885  3.4659813e-10      43461.054 
37450000      885  8.3804259e-10      43474.003 
37460000      885  2.3668168e-10      43486.829 
37470000      885  1.2517558e-09      43499.759 
37480000      885  1.1252259e-09       43512.49 
37490000      885   3.865209e-10      43525.344 
37500000      885  2.1866785e-10      43538.144 
37510000      885  2.8057354e-10      43551.122 
37520000      885  2.5849108e-10       43564.06 
37530000      885  2.2286693e-10      43577.998 
37540000      885  1.9888049e-10      43591.143 
37550000      885  1.9404826e-10      43604.173 
37560000      885  8.9712639e-11      43616.951 
37570000      885  6.6677809e-11       43629.82 
37580000      885  7.5214672e-11      43643.366 
37590000      885  3.5038844e-10      43656.692 
37600000      885  2.1278276e-10       43669.79 
37610000      885  1.9603559e-10      43682.743 
37620000      885  1.0410104e-10      43695.596 
37630000      885  1.6836659e-10      43709.503 
37640000      885  1.7749868e-10      43722.339 
37650000      885  3.4178836e-10      43735.132 
37660000      885  1.0693115e-10      43747.819 
37670000      885  1.4713819e-10       43760.56 
37680000      885  2.7970175e-09      43773.498 
37690000      885  3.7807733e-10      43786.474 
37700000      885  4.0592481e-10      43799.386 
37710000      885  4.8587355e-10      43812.348 
37720000      885  3.3162739e-10      43826.425 
37730000      885    4.74519e-10      43840.086 
37740000      885   1.553073e-10      43853.027 
37750000      885  1.3052784e-10      43866.029 
37760000      885  1.5534937e-10      43879.009 
37770000      885  1.8926892e-10      43892.022 
37780000      885  1.4249064e-10      43904.814 
37790000      885  8.6064915e-11      43917.606 
37800000      885  9.1068541e-11      43930.529 
37810000      885  5.8517699e-11      43943.301 
37820000      885  4.4185567e-11      43956.527 
37830000      885  4.0202015e-11      43969.822 
37840000      885  4.0699322e-11      43982.591 
37850000      885  5.8764637e-11      43996.024 
37860000      885  5.5914136e-11      44008.775 
37870000      885  8.4193389e-11      44021.613 
37880000      885  1.2419593e-10      44034.621 
37890000      885  7.7239257e-11      44047.727 
37900000      885  1.4786266e-10       44060.75 
37910000      885   6.599825e-11      44073.598 
37920000      885   4.140197e-11      44087.219 
37930000      885  4.0429326e-11      44099.873 
37940000      885  4.4739589e-11      44112.412 
37950000      885  4.6933175e-11      44124.912 
37960000      885  4.5894087e-11      44137.452 
37970000      885  4.1020978e-11      44150.007 
37980000      885  6.7285898e-11      44162.482 
37990000      885  6.6907709e-11      44175.592 
38000000      885  4.9637136e-11      44188.178 
38010000      885  6.9511526e-11      44200.577 
38020000      885  8.1223317e-11      44213.975 
38030000      885  5.4741684e-11      44226.458 
38040000      885  7.5271349e-11      44238.845 
38050000      885   9.674646e-11      44251.097 
38060000      885  6.0844068e-11      44263.454 
38070000      885   6.640255e-11      44275.784 
38080000      885  1.1666645e-10      44288.107 
38090000      885  7.4935016e-11      44300.402 
38100000      885  6.5711605e-11       44312.68 
38110000      885  4.8446927e-11      44325.066 
38120000      885  6.9890016e-11      44338.448 
38130000      885  6.0113094e-11      44350.759 
38140000      885  6.4881701e-11      44363.693 
38150000      885  5.7006188e-11      44375.912 
38160000      885  5.6530581e-11      44388.168 
38170000      885  8.4820733e-11      44400.279 
38180000      885  1.4631771e-10      44412.501 
38190000      885  7.3076323e-11      44424.734 
38200000      885  6.2035955e-11      44437.238 
38210000      885  5.6833876e-11      44449.461 
38220000      885  8.3544927e-11      44462.053 
38230000      885  1.1576147e-10      44474.746 
38240000      885  6.3842281e-11      44486.905 
38250000      885  2.6594378e-10      44499.077 
38260000      885  1.1786728e-10      44511.124 
38270000      885  7.3904504e-11      44523.184 
38280000      885  8.4501297e-11      44536.011 
38290000      885  9.0000423e-11       44547.92 
38300000      885  5.0841293e-11      44559.776 
38310000      885   1.657797e-10      44571.523 
38320000      885  1.0710349e-10      44583.226 
38330000      885  7.6842934e-11      44595.462 
38340000      885  5.1047006e-11      44607.725 
38350000      885   6.930198e-11      44619.438 
38360000      885  1.7346518e-10      44630.971 
38370000      885  1.0040097e-10      44642.479 
38380000      885  1.5963708e-10      44654.056 
38390000      885  1.7511487e-10      44665.696 
38400000      885  1.2265519e-10      44677.354 
38410000      885  1.1133026e-10      44688.777 
38420000      885  1.1160666e-10      44700.214 
38430000      885   1.072043e-10      44711.756 
38440000      885  1.1696635e-10      44724.525 
38450000      885  1.7308959e-10      44736.447 
38460000      885   2.108753e-10      44747.822 
38470000      885  6.0250026e-10       44759.26 
38480000      885  3.9547645e-10      44771.184 
38490000      885  2.7678665e-10      44782.902 
38500000      885  2.8957333e-10      44794.681 
38510000      885  2.9196374e-10      44806.478 
38520000      885  2.6313106e-10      44818.252 
38530000      885  1.2620861e-10      44829.923 
38540000      885  1.3842581e-10      44842.107 
38550000      885  1.2252539e-10      44854.322 
38560000      885  1.5605368e-10       44876.71 
38570000      885  3.7133543e-10      44889.839 
38580000      885   2.546979e-10      44902.292 
38590000      885  2.2785174e-10      44913.984 
38600000      885   3.428592e-10      44925.769 
38610000      885  3.9826835e-10      44937.848 
38620000      885  1.9375666e-10      44949.677 
38630000      885  7.9989481e-10      44961.641 
38640000      885  3.4966921e-10       44973.51 
38650000      885    4.05382e-10      44986.415 
38660000      885  4.3102896e-10      44998.574 
38670000      885  5.6234782e-10      45010.791 
38680000      885  8.1886897e-10      45022.856 
38690000      885  5.6823877e-10      45035.203 
38700000      885  4.5272001e-10      45047.184 
38710000      885  3.2556628e-10      45059.155 
38720000      885  3.0830903e-10      45071.063 
38730000      885  1.5931317e-10      45083.546 
38740000      885  8.8416105e-11      45095.251 
38750000      885  2.9430856e-10      45107.447 
38760000      885  9.5474097e-11      45120.015 
38770000      885  8.5576407e-11      45131.719 
38780000      885  1.0791754e-10      45143.373 
38790000      885    2.79693e-10      45155.206 
38800000      885  9.2941611e-10      45167.566 
38810000      885  6.9331649e-11      45179.605 
38820000      885  6.4719902e-11      45191.466 
38830000      885  6.5513589e-11      45203.261 
38840000      885  6.7626763e-11       45215.05 
38850000      885  9.9319425e-11       45226.88 
38860000      885   1.035566e-10      45239.669 
38870000      885  2.1890973e-10      45251.821 
38880000      885   9.472661e-11      45264.316 
38890000      885  1.2882831e-10      45276.127 
38900000      885  1.8551813e-10      45288.007 
38910000      885  3.2499954e-10      45300.021 
38920000      885  8.8551094e-09      45311.968 
38930000      885  2.8105914e-10      45323.837 
38940000      885  2.5602737e-10      45335.647 
38950000      885  3.1394029e-10      45347.521 
38960000      885  1.2575767e-10      45359.279 
38970000      885  7.7065258e-11       45371.92 
38980000      885  6.6363579e-11      45383.751 
38990000      885  1.1064765e-10      45395.533 
39000000      885  1.1560115e-10      45407.572 
39010000      885  2.4212286e-10      45419.559 
39020000      885  6.5607286e-11      45431.466 
39030000      885  1.6926986e-10      45443.988 
39040000      885  7.7654333e-11      45455.886 
39050000      885  1.0363003e-10       45467.63 
39060000      885  1.1469765e-10       45479.42 
39070000      885  2.4075326e-10      45491.539 
39080000      885  5.4436054e-11      45503.964 
39090000      885  4.7210974e-11       45515.55 
